ID_VENTA;ID_Minorista;Fecha_de_Factura;ID_REGION;ID_ESTADO;ID_CIUDAD;Producto;ID_FAMILIA;ID_GENERO;ID_CATEGORÍA;ID_CONTORNO;Tamaño;ID_COLOR ;Precio_por_Unidad;Unidades_Vendidas;Total_Ventas;Beneficio_Operativo;Margen_Operativo;ID _MVENTA
5306;Sports Direct;21/10/2021;South;Texas;Dallas;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;ECH,M,EG;Azul;$70,00 ;775;$54.250 ;$29.838 ;55%;Outlet
5307;Amazon;27/10/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;G;Azul;$45,00 ;225;$10.125 ;$3.038 ;30%;Outlet
5308;Amazon;02/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;ECH,M,EG;Azul;$45,00 ;225;$10.125 ;$3.038 ;30%;Outlet
5309;Amazon;08/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;CH,M,G;Azul;$50,00 ;175;$8.750 ;$2.188 ;25%;Outlet
5310;Amazon;14/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;G;Azul;$50,00 ;200;$10.000 ;$2.500 ;25%;Outlet
5311;Amazon;20/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;M,EG;Azul;$70,00 ;250;$17.500 ;$5.250 ;30%;Outlet
5312;Amazon;26/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;ECH,M,EG;Azul;$70,00 ;300;$21.000 ;$6.300 ;30%;Outlet
5313;Amazon;02/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;G;Azul;$70,00 ;375;$26.250 ;$7.875 ;30%;Outlet
5314;Amazon;08/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;ECH,M,EG;Azul;$70,00 ;350;$24.500 ;$7.350 ;30%;Outlet
5315;Amazon;14/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;CH,M,G;Azul;$60,00 ;225;$13.500 ;$3.375 ;25%;Outlet
5316;Amazon;20/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;G;Azul;$65,00 ;225;$14.625 ;$3.656 ;25%;Outlet
5317;Amazon;26/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;M,EG;Azul;$75,00 ;250;$18.750 ;$5.625 ;30%;Outlet
5318;Amazon;01/01/2020;Northeast;Pennsylvania;Philadelphia;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;ECH,M,EG;Azul;$75,00 ;275;$20.625 ;$6.188 ;30%;Outlet
5319;Foot Locker;07/01/2020;West;Nevada;Las Vegas;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;G;Azul;$45,00 ;475;$21.375 ;$4.275 ;20%;Outlet
5320;Foot Locker;13/01/2020;West;Nevada;Las Vegas;Women's Apparel;Ropa;Dama;Lifestyle;Camisa sin mangas;ECH,M,EG;Azul;$45,00 ;400;$18.000 ;$3.600 ;20%;Outlet
5321;Foot Locker;12/02/2020;West;Nevada;Las Vegas;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$80,00 ;500;$40.000 ;$8.000 ;20%;In-store
5322;Foot Locker;02/03/2020;West;Nevada;Las Vegas;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$75,00 ;375;$28.125 ;$4.219 ;15%;In-store
5323;Foot Locker;08/03/2020;West;Nevada;Las Vegas;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$75,00 ;475;$35.625 ;$5.344 ;15%;In-store
5324;Foot Locker;14/03/2020;West;Nevada;Las Vegas;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$75,00 ;500;$37.500 ;$5.625 ;15%;In-store
5325;Foot Locker;20/03/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$40,00 ;475;$19.000 ;$2.850 ;15%;In-store
5326;Foot Locker;01/04/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$55,00 ;350;$19.250 ;$2.888 ;15%;In-store
5327;Foot Locker;19/04/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$85,00 ;625;$53.125 ;$15.938 ;30%;In-store
5328;Foot Locker;25/04/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$85,00 ;525;$44.625 ;$11.156 ;25%;In-store
5329;Foot Locker;01/05/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$80,00 ;400;$32.000 ;$8.000 ;25%;In-store
5330;Foot Locker;07/05/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$70,00 ;425;$29.750 ;$5.950 ;20%;In-store
5331;Foot Locker;13/05/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;350;$24.500 ;$4.900 ;20%;In-store
5332;Foot Locker;19/05/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$80,00 ;500;$40.000 ;$8.000 ;20%;In-store
5333;Foot Locker;25/05/2020;West;Colorado;Denver;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$80,00 ;525;$42.000 ;$8.400 ;20%;In-store
5334;Foot Locker;31/05/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$50,00 ;500;$25.000 ;$5.000 ;20%;In-store
5335;Foot Locker;12/06/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$65,00 ;375;$24.375 ;$4.875 ;20%;In-store
5336;Foot Locker;30/06/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$100,00 ;675;$67.500 ;$13.500 ;20%;In-store
5337;Foot Locker;12/07/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$80,00 ;400;$32.000 ;$6.400 ;20%;In-store
5338;Foot Locker;18/07/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$65,00 ;450;$29.250 ;$5.850 ;20%;In-store
5339;Foot Locker;24/07/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$75,00 ;375;$28.125 ;$5.625 ;20%;In-store
5340;Foot Locker;30/07/2020;West;Washington;Seattle;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$95,00 ;550;$52.250 ;$10.450 ;20%;In-store
5341;Amazon;23/08/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;775;$34.875 ;$17.438 ;50%;In-store
5342;Amazon;24/04/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;800;$36.000 ;$18.000 ;50%;In-store
5343;Amazon;24/04/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$65,00 ;825;$53.625 ;$26.813 ;50%;In-store
5344;Amazon;10/09/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$70,00 ;925;$64.750 ;$32.375 ;50%;In-store
5345;Amazon;16/09/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$70,00 ;975;$68.250 ;$34.125 ;50%;In-store
5346;Amazon;22/09/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;925;$55.500 ;$27.750 ;50%;In-store
5347;Amazon;28/09/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$60,00 ;825;$49.500 ;$24.750 ;50%;In-store
5348;Amazon;04/10/2020;Southeast;Florida;Miami;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$65,00 ;825;$53.625 ;$26.813 ;50%;In-store
5349;Amazon;22/10/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;250;$8.750 ;$3.938 ;45%;In-store
5350;Amazon;03/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$40,00 ;175;$7.000 ;$3.150 ;45%;In-store
5351;Amazon;09/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$40,00 ;175;$7.000 ;$3.150 ;45%;In-store
5352;Amazon;15/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;175;$10.500 ;$4.725 ;45%;In-store
5353;Amazon;21/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$55,00 ;325;$17.875 ;$8.044 ;45%;Outlet
5354;Amazon;27/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$55,00 ;375;$20.625 ;$9.281 ;45%;Outlet
5355;Amazon;03/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$50,00 ;325;$16.250 ;$7.313 ;45%;Outlet
5356;Amazon;09/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$40,00 ;200;$8.000 ;$3.600 ;45%;Outlet
5357;Amazon;15/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$50,00 ;200;$10.000 ;$4.500 ;45%;Outlet
5358;Amazon;21/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;225;$13.500 ;$6.075 ;45%;Outlet
5359;Amazon;27/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;275;$16.500 ;$7.425 ;45%;Outlet
5360;Kohl's;02/01/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;475;$21.375 ;$5.344 ;25%;Outlet
5361;Kohl's;08/01/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;425;$19.125 ;$4.781 ;25%;Outlet
5362;Kohl's;14/01/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$45,00 ;400;$18.000 ;$4.500 ;25%;Outlet
5363;Kohl's;20/01/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$60,00 ;375;$22.500 ;$5.625 ;25%;Outlet
5364;Kohl's;26/01/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;400;$24.000 ;$6.000 ;25%;Outlet
5365;Kohl's;01/02/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$60,00 ;600;$36.000 ;$9.000 ;25%;Outlet
5366;Kohl's;07/02/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$60,00 ;475;$28.500 ;$7.125 ;25%;Outlet
5367;Kohl's;13/02/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;400;$24.000 ;$6.000 ;25%;Outlet
5368;Kohl's;19/02/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$60,00 ;450;$27.000 ;$6.750 ;25%;Outlet
5369;Kohl's;25/02/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$60,00 ;400;$24.000 ;$6.000 ;25%;Outlet
5370;Kohl's;03/03/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;475;$28.500 ;$7.125 ;25%;Outlet
5371;Kohl's;09/03/2021;Midwest;Montana;Billings;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$60,00 ;500;$30.000 ;$7.500 ;25%;Outlet
5372;Sports Direct;15/03/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$35,00 ;500;$17.500 ;$8.750 ;50%;Outlet
5373;Sports Direct;21/03/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;475;$16.625 ;$8.313 ;50%;Outlet
5374;Sports Direct;27/03/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$35,00 ;425;$14.875 ;$8.181 ;55%;Outlet
5375;Sports Direct;02/04/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$25,00 ;575;$14.375 ;$7.906 ;55%;Outlet
5376;Sports Direct;08/04/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$40,00 ;775;$31.000 ;$17.050 ;55%;Outlet
5377;Sports Direct;14/04/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$50,00 ;875;$43.750 ;$24.063 ;55%;Outlet
5378;Sports Direct;26/04/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$55,00 ;725;$39.875 ;$23.925 ;60%;Outlet
5379;Sports Direct;02/05/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;625;$28.125 ;$16.875 ;60%;Outlet
5380;Sports Direct;08/05/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$45,00 ;525;$23.625 ;$14.175 ;60%;Outlet
5381;Sports Direct;20/05/2021;South;Tennessee;Knoxville;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$65,00 ;750;$48.750 ;$29.250 ;60%;Outlet
5382;Amazon;26/05/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;225;$7.875 ;$3.938 ;50%;Outlet
5383;Amazon;01/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$35,00 ;200;$7.000 ;$3.500 ;50%;Outlet
5384;Amazon;07/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$40,00 ;150;$6.000 ;$3.000 ;50%;Outlet
5385;Amazon;13/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;150;$5.250 ;$2.625 ;50%;Outlet
5386;Amazon;19/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$55,00 ;150;$8.250 ;$4.125 ;50%;Outlet
5387;Amazon;25/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$50,00 ;325;$16.250 ;$8.125 ;50%;Outlet
5388;Amazon;01/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$50,00 ;350;$17.500 ;$8.750 ;50%;Outlet
5389;Amazon;07/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$45,00 ;275;$12.375 ;$6.188 ;50%;Outlet
5390;Amazon;13/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$35,00 ;150;$5.250 ;$2.625 ;50%;Outlet
5391;Amazon;19/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;150;$6.750 ;$3.375 ;50%;Outlet
5392;Amazon;25/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$55,00 ;200;$11.000 ;$5.500 ;50%;Outlet
5393;Amazon;31/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$55,00 ;250;$13.750 ;$6.875 ;50%;Outlet
5394;Sports Direct;06/08/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;475;$16.625 ;$9.144 ;55%;Outlet
5395;Sports Direct;12/08/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;450;$15.750 ;$8.663 ;55%;Outlet
5396;Sports Direct;18/08/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$35,00 ;400;$14.000 ;$8.400 ;60%;Outlet
5397;Sports Direct;05/09/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$55,00 ;875;$48.125 ;$28.875 ;60%;Outlet
5398;Sports Direct;11/09/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$60,00 ;800;$48.000 ;$31.200 ;65%;Outlet
5399;Sports Direct;17/09/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$60,00 ;675;$40.500 ;$26.325 ;65%;Outlet
5400;Sports Direct;23/09/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$40,00 ;575;$23.000 ;$14.950 ;65%;Outlet
5401;Sports Direct;29/09/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$40,00 ;475;$19.000 ;$12.350 ;65%;Outlet
5402;Sports Direct;05/10/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$60,00 ;625;$37.500 ;$24.375 ;65%;Outlet
5403;Sports Direct;11/10/2021;South;Alabama;Birmingham;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;750;$52.500 ;$34.125 ;65%;Outlet
5404;Amazon;17/10/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$40,00 ;250;$10.000 ;$4.000 ;40%;Outlet
5405;Amazon;23/10/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$40,00 ;250;$10.000 ;$4.000 ;40%;Outlet
5406;Amazon;29/10/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$40,00 ;200;$8.000 ;$3.200 ;40%;Outlet
5407;Amazon;04/11/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$40,00 ;225;$9.000 ;$3.600 ;40%;Outlet
5408;Amazon;10/11/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$60,00 ;275;$16.500 ;$6.600 ;40%;Outlet
5409;Amazon;16/11/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;325;$19.500 ;$7.800 ;40%;Outlet
5410;Amazon;20/12/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$60,00 ;375;$22.500 ;$9.000 ;40%;Outlet
5411;Amazon;26/12/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;325;$19.500 ;$7.800 ;40%;Outlet
5412;Amazon;17/09/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;225;$13.500 ;$5.400 ;40%;Outlet
5413;Amazon;19/10/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;225;$15.750 ;$6.300 ;40%;Outlet
5414;Amazon;18/11/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;250;$17.500 ;$7.000 ;40%;Outlet
5415;Amazon;17/12/2021;Northeast;Maine;Portland;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;300;$21.000 ;$8.400 ;40%;Outlet
5416;Amazon;24/01/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$55,00 ;300;$16.500 ;$4.950 ;30%;Outlet
5417;Amazon;22/02/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$55,00 ;350;$19.250 ;$5.775 ;30%;Outlet
5418;Amazon;20/03/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$55,00 ;275;$15.125 ;$4.538 ;30%;Outlet
5419;Amazon;21/04/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$50,00 ;300;$15.000 ;$4.500 ;30%;Outlet
5420;Amazon;20/05/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$70,00 ;400;$28.000 ;$8.400 ;30%;Outlet
5421;Amazon;22/06/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;450;$31.500 ;$9.450 ;30%;Outlet
5422;Amazon;20/07/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$70,00 ;500;$35.000 ;$10.500 ;30%;Outlet
5423;Amazon;21/08/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$70,00 ;400;$28.000 ;$8.400 ;30%;Outlet
5424;Amazon;20/09/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;300;$21.000 ;$6.300 ;30%;Outlet
5425;Amazon;22/10/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$80,00 ;275;$22.000 ;$6.600 ;30%;Outlet
5426;Amazon;21/11/2021;West;Alaska;Anchorage;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$80,00 ;375;$30.000 ;$9.000 ;30%;Outlet
5427;Foot Locker;10/02/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;350;$15.750 ;$6.300 ;40%;Outlet
5428;Foot Locker;09/03/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$55,00 ;325;$17.875 ;$7.150 ;40%;Outlet
5429;Foot Locker;09/07/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$100,00 ;550;$55.000 ;$22.000 ;40%;Outlet
5430;Foot Locker;10/08/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$75,00 ;350;$26.250 ;$10.500 ;40%;Outlet
5431;Foot Locker;11/09/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$60,00 ;375;$22.500 ;$9.000 ;40%;Outlet
5432;Foot Locker;10/10/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;300;$21.000 ;$8.400 ;40%;Outlet
5433;Foot Locker;10/11/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$90,00 ;500;$45.000 ;$18.000 ;40%;Outlet
5434;Foot Locker;09/12/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$95,00 ;525;$49.875 ;$19.950 ;40%;Outlet
5435;Foot Locker;17/01/2021;West;Hawaii;Honolulu;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$50,00 ;475;$23.750 ;$10.688 ;45%;Outlet
5436;Foot Locker;17/02/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$50,00 ;400;$20.000 ;$9.000 ;45%;Outlet
5437;Foot Locker;16/03/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$60,00 ;375;$22.500 ;$10.125 ;45%;Outlet
5438;Foot Locker;17/04/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$75,00 ;375;$28.125 ;$12.656 ;45%;Outlet
5439;Foot Locker;17/06/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$110,00 ;750;$82.500 ;$37.125 ;45%;In-store
5440;Foot Locker;17/08/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$85,00 ;300;$25.500 ;$11.475 ;45%;In-store
5441;Foot Locker;18/09/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;CH,M,G;Azul;$55,00 ;300;$16.500 ;$7.425 ;45%;In-store
5442;Foot Locker;17/10/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$70,00 ;400;$28.000 ;$12.600 ;45%;In-store
5443;Foot Locker;17/11/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;M,EG;Azul;$90,00 ;600;$54.000 ;$24.300 ;45%;In-store
5444;Foot Locker;16/12/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;ECH,M,EG;Azul;$95,00 ;625;$59.375 ;$26.719 ;45%;In-store
5445;Amazon;12/01/2021;Southeast;Florida;Orlando;Women's Apparel;Ropa;Dama;Lifestyle;Capri;G;Azul;$45,00 ;650;$29.250 ;$14.625 ;50%;In-store
